id,PyEGo,DockerizeMe,pipreqs,PyEGo-s2,PyEGo-s3
5043521,×,×,×,×,×
6094449,×,×,×,×,×
719fc5e3a21dd2779d9fe69bf41e6ba6,√,×,×,√,√
2638485,√,×,×,√,√
3015852,√,√,×,×,√
5663cc76aa329b2ddfb5,×,×,×,×,×
1497850,×,×,×,×,×
bf576ee091e75071bc66,√,√,×,√,√
3446681,√,√,×,×,√
64cf037c55c0d42196762c0ccacc7380,×,×,×,×,×
7443646,√,×,×,×,√
69b8e351dac87f4c3f5b440632727fdb,√,×,×,√,√
1638695,×,√,×,√,×
4474608,×,×,×,×,×
ddf6aaa6b3d37f602fedfd38c9af9d49,×,×,×,×,×
5305869,×,×,×,×,×
283860,√,×,×,√,√
2779820,×,×,×,×,×
af5bc4fae39b16f8d505,×,×,×,×,×
7015554,√,×,×,√,√
3211f1660291f871739379082f204c83,×,×,×,×,×
4742296,√,√,×,√,√
9cdead881799a47742ff3cd296d06cc1,√,√,√,√,√
6454814,×,×,×,×,×
6323931,×,×,×,×,×
7b2161871953f0c12615,√,√,×,√,√
809867d7110acbde87af,×,×,×,×,×
ce648166902041fbc613,×,×,×,×,×
f51df716906be1d8f7337ffa183d32f4,×,√,√,×,×
e530dc9767d8f83c08f3582c71a5cbc8,√,√,×,√,√
730765,√,√,×,√,√
1023456,×,×,×,×,×
3912465,×,×,×,×,×
7634c596fe7669a54321,√,√,√,×,√
1e7c18c6f6eda87f1cb4995b0e6a22a5,√,×,×,√,√
2894514,√,×,×,√,√
7639387,×,×,×,×,×
5380169,×,√,√,×,×
4707012,√,×,×,√,√
1191457,×,√,√,×,×
95a2a749ceb47ad4eb1ff6d1f8d73c5c,√,×,×,√,√
1147973,√,×,√,×,√
1246268,√,√,×,√,√
ca8f71e38ad12ff157b34d5425d50ec7,×,×,×,×,×
7002396,√,×,×,√,√
16e35ed936bab863a29b,×,×,×,×,×
91334d590b6592c0c960,√,×,×,√,√
1522bcdb5b05365c0222,×,×,×,×,×
1873692,×,×,×,×,×
20336,×,×,×,×,×
0cdd8d6adb8463961f50bd1845faddf8,√,×,×,√,√
9722045,√,×,×,√,√
10295174,×,×,×,×,×
d76eb4f4eea0320bb35dcd1b2a4575ee,√,×,×,√,√
3334a3cc57b31ae3a5c4,×,×,×,×,×
4575855,√,√,×,√,√
850ab7372d51005fdfd7,√,√,×,√,×
6947661,√,×,×,√,√
d100a028027c5a6b8340,√,√,√,√,√
1507152,√,√,×,√,√
5181631,×,×,×,×,×
8b1b456ec95d95c77d42,×,×,×,×,×
72e72417af260ac17bb0d878e9ea1f52,√,×,×,√,√
6c168b0c36ca3b23cacc,×,×,×,×,×
7304099,√,√,×,√,√
e9421f06ea3a62bfbb8c,×,×,×,×,×
7ef2ef722e4520fba09c9f4d83ecc453,√,×,×,√,√
bbfc1f0b9d003bf08b26,×,×,×,×,×
71152286b0a8826249fe,√,×,×,√,√
c577716bd2f15b9ca330b15443e8bfbe,×,×,×,×,×
6078248,×,×,×,×,×
83f3cd8f44208a1856ce,√,√,×,√,√
4043334,×,×,×,×,×
6145546,×,×,√,×,×
1776202,√,√,×,√,√
14f34c2b8153d9b4f336df8535b3416a,×,√,×,×,×
ab136dbfb97f8ee1d309,×,×,×,×,×
d883c3fe1402c7ced6fc,×,×,×,×,×
1082570,×,×,×,×,×
7880c101557297beeccda05978aeb278,×,×,√,×,×
9cfd4d8400961a3b67a1351a1851c869,√,×,×,√,√
1246146,×,×,×,×,×
7065820,√,√,×,√,√
6958459,√,×,×,√,√
c18bfe4fd96008ffa0aef25001a2e88f,√,√,×,√,√
79d38da49cb4f4a511d74d780e53743a,√,√,×,×,√
f3190ebba6c53887d598d03119ca2066,×,×,×,×,×
9f782f83e25d3c9eb202,×,×,×,×,×
71eda2aab0ee32d19b01,√,√,×,√,√
7f73238f55b7158b6852,√,√,×,√,√
436e19a22f570f1cce2f,×,×,×,×,×
4dc4e988baae35aa2ae810281b5297fa,×,×,×,×,×
7f9422fc8372b7c4b1a2,√,√,√,√,√
2475758,√,√,×,√,√
1483322,√,√,×,×,√
5437131,√,×,×,√,√
5c4fd516ad174c7f443fcad9090a2d1f,×,×,×,×,×
9f49f91bd7d0a527fdb5,×,×,×,×,×
e9851bc47dcf1ba7ee15,×,×,×,×,×
16ce4914683da30f87d0,√,√,×,√,√
2899595,√,√,×,√,√
27ab7d2a30bbaf5ef431b4a02194ac60,√,√,×,×,√
51686,√,×,×,√,√
a682299af39b76d8592f,√,√,×,×,√
608595,√,√,×,√,√
c87011a445135417c114960bbc187618,×,×,×,×,×
d44132ae3bdcc0ca96a9f9f84d6d3463,×,×,×,×,×
0b677b13fca6cd0905ca,×,×,×,×,×
1041172,×,×,×,×,×
73efaccda6025883fc66,√,×,√,√,√
b19bb35f5484af5d7622,×,×,×,×,×
54e6f7d63df3866a87a15aed17b51eaf,√,×,×,√,√
2577781,×,×,×,×,×
11215761,√,√,×,√,√
005ceac0483fc5a581cc,×,×,×,×,×
6cd16631253eed21f37f,×,×,×,×,×
152f15b2dadca9a74039aeab944714af,×,×,×,×,×
5951030,√,×,×,√,√
d4d90bc5b8fb9a56fa2d4f2383a2eda7,×,×,×,×,×
7226559,×,×,×,×,×
1fe7b9ef3e6108216759,√,×,×,√,√
5633266,×,√,×,×,×
2e0cbef7d50e8e7ef2d2,×,×,×,×,×
4d3a1d7c49de414942b87d7f6ab1461c,×,×,×,×,×
4345582,×,×,×,×,×
2220293,×,×,×,×,×
932345,√,√,×,√,√
2d971a5a087881a966c3,√,√,×,√,√
2b8e2e05cf05a630b132,√,√,×,×,×
ef26915065225df65c1187562eca7ec4,×,×,×,√,√
1369619,√,√,×,√,√
1971061,×,×,×,×,×
4668212,×,×,×,×,×
5170087,×,×,×,×,×
5679049,×,×,×,×,×
f66cb485a3f3353402a5,×,×,×,×,×
02ff378b3a91de94306a84d3aa2228bb,×,×,×,×,×
5614326,×,×,×,×,×
6770178,×,×,×,×,×
492858,√,√,×,√,√
22935c16da4eda92762f,×,×,×,×,×
f1c94490e636a4ed54b4,√,×,×,√,√
5580829,√,√,×,√,√
c3124826a3c49ddda6999acb40ad2c27,√,√,×,√,√
c4329fa17f1b3f287341,√,√,×,√,√
755524,×,×,×,×,×
4361991,×,×,×,×,×
6325830,√,√,×,√,√
bcc376fb336b73f24b29,√,√,×,×,×
1288025,×,×,×,×,×
1108817,√,√,×,√,√
2786290,×,×,×,×,×
10567484,√,√,×,√,√
263113,√,×,×,√,√
985060,√,×,×,√,√
ef7ed11b0abab37c94ad,√,√,×,√,√
7692685,√,√,√,√,√
72b2f24b6d2ff6ffde1597f1ca2dea3f,√,×,×,√,√
af466b8d32d7cd4954f1,×,×,√,×,×
5650237,×,×,×,×,×
4334461,√,√,×,√,√
20a147e657ee5e8d8666,√,√,×,√,√
0932b2b5293839cd7d79fa6b513c8128,√,√,×,√,√
2280363,×,×,×,×,×
4365237,×,×,×,×,×
221685a8e03a01baaf1e,√,×,×,√,√
8957990,×,×,×,×,×
893580,√,×,×,√,√
3fb443494f111eeb96e39cce1873070d,×,×,×,×,×
d592394c0cedd32513f8fbb87ca05938,×,√,×,×,√
e2af6270cc9563cca197,×,×,×,×,√
3287286,√,×,×,√,√
51934724e0896184a2340217b383af73,√,×,√,√,√
a400d6c20a52f0b3cd5415e833263b1f,√,√,×,√,√
69f4acd1fc094c66ba73,×,×,×,×,×
716261,×,×,×,×,×
11280233,×,×,√,×,×
3714115,√,×,×,√,√
571027,√,√,×,√,√
780003,×,×,×,×,×
2975718,√,√,×,√,√
0c01b7a27e512db480847fac2cc54103,×,×,×,×,×
4471462,√,×,×,√,√
d29d079100f8d81b905e,×,×,×,×,×
143e65a425722dc2f3d0,√,×,×,×,√
b5b2c4be45437992df58a7dd13dbafa7,√,×,×,×,√
0d9745f39a034758e51e,×,×,×,×,×
7a3fc9739b7778f6673a458605e18963,√,√,×,√,√
881cd3e0f8836121226a04efb9e2ae18,√,×,×,√,√
631953,√,√,×,√,√
826218,×,×,×,×,×
4973958,√,√,×,√,√
3151375,×,√,×,×,×
c078cabc0a48f2570028bff397a9e154,√,×,×,√,√
1685580,×,×,×,×,×
6408165,×,×,×,×,×
9947556,√,√,×,√,√
265e68a5e879b5540ebc,√,√,×,×,×
841006,×,×,×,×,×
5856269,×,×,×,×,×
313753,×,×,×,×,×
5849024,×,×,×,×,×
c233b0d25c5fbe008d9477bc1b2d234c,√,√,×,×,√
299905,×,√,×,×,×
f551b2b6fd4d6b6e1ef2,×,×,×,×,×
efce2e1a817a01441f08,√,√,×,√,√
21fbffd7a7990f5e066c,×,×,×,×,×
c7e9a91256c9c5db1676aa3c240531cf,√,×,×,√,√
187895beb89f0a1b3a54,×,×,×,×,×
11078820,√,√,×,√,√
3649773,√,√,×,√,√
5059989,×,×,×,×,×
e294562759ff2755486e,×,√,×,×,×
1685139,×,×,×,×,×
3fb234c37b5c2c934b79,√,×,√,√,√
6499135,√,√,×,√,√
1752014,√,√,×,√,√
8185b3dcf08ec728fb22b99016dd533f,√,√,×,×,×
1574231,×,×,×,×,×
2915875,×,×,×,×,×
2620735,×,×,×,×,×
13623f68e36fdad4cb67,√,×,×,√,√
529816,√,√,×,√,√
a48b50e46f01dc7ac96d,×,×,×,×,×
3823483,√,×,×,√,√
b4a0aed67fc0da6b02434a5c2cef45c4,×,×,×,×,×
dfd7eb0ce2915d004367,×,×,×,×,×
7948151,×,×,×,×,×
3721106,×,×,×,×,×
6146161,√,×,×,√,√
9dad6c4ab0d8d7dbf3dc,√,×,×,√,√
3918044,×,×,×,×,×
5487749,×,×,×,×,×
07cdfc2826a565b50a68,√,√,√,√,√
2db1522dbfc5fe58b52c,×,×,×,×,√
211868b4f589428d2626,√,√,√,√,√
3453185b41d8d985356cbe5e57d67342,√,√,×,×,√
7872ef0d472a1a2c037736af21b30cfe,×,×,×,×,×
5406587,×,×,×,×,×
6027504,√,×,√,×,√
cc8647960afeb2c15a6061d7ab7e594e,√,×,√,√,√
9679647,√,√,×,√,√
c781881856b30cacef36,×,×,×,×,×
3148833,√,√,×,√,√
0b942dd86f01efe996b8977b158c37a6,√,×,×,√,√
8444323,√,√,×,√,√
8406352,×,×,×,×,×
36e652488563ab23ea04,√,×,×,√,√
c01b65369b71c35431c8,×,×,×,×,×
1321575,√,√,×,√,√
5201689,√,×,×,√,√
9bb9eaea2523cd2144cf959f48a14194,√,√,×,√,√
10955449,√,×,×,√,√
15b3c2a2e9bc7a3c345138a32e029969,×,×,×,×,×
795180,×,×,×,×,×
5237529,×,×,×,×,×
530c20924768ce180923,×,×,×,×,×
27737c5f2de213216360,×,√,×,×,×
7f4e44a42b8e1f457f77,√,×,×,√,√
1e5404260b7e3a8ba4ba0a0d62c0cf75,√,√,×,√,√
2420407,×,√,×,√,×
667c5554e5d9d9a25ae6,√,√,×,√,√
f2608cbe54403edb0b13,√,√,√,√,√
3699110,×,×,×,×,×
9132441,×,√,√,×,×
5696520,×,×,×,×,×
11181988,×,√,√,×,×
be6123c7ee3b366e333a,×,×,×,×,×
3009143,×,×,×,×,×
816927d8d8d2d7d8afb0,√,×,×,√,√
7aea60f80f6aa9b79cc9509b633557c9,√,×,×,√,√
3abc9577bede0aeef25526b201732246,×,×,×,×,×
5660624,×,×,×,×,×
a68d6f32f4985ed547ce,√,√,√,√,√
9e1f7cf4945a608ae48a,×,×,×,×,×
2aa18ba3b821b2f580a2,×,×,×,×,×
59cf3e5b6d96bf67bca34530e522be08,√,√,×,√,√
1321585,√,√,×,×,√
8171599,×,√,×,×,√
5326230,×,×,×,×,×
2cb9c79df7a58db9e5ec,×,×,×,×,×
4022537,×,×,×,×,×
29c51b6997c3e3bff568,√,√,×,√,√
7183354,×,×,×,×,×
2f8370ee83ab074f5b5e,×,×,×,×,×
86b60a7723b97da19f7bfa3cb7d2690e,√,×,×,√,√
f234879ceb3a31e8ec54c601844ed706,×,×,×,×,×
3918300,×,√,×,×,√
9773143,×,×,×,×,×
4a76e42f058ef7b467d9,×,×,×,×,×
6838974,×,×,×,×,×
891080,√,×,√,√,√
04f3047ca8770f4a3a58,×,×,×,×,×
5d7c8763d1345eedee4408e2392bc5e0,√,×,×,√,×
757191,√,√,√,√,√
5898352,√,√,×,√,×
949ba045d1471c03ae7c,×,×,×,√,×
1379652,√,√,×,√,√
cd19a20d2e712f61d2ea,×,×,×,×,×
1326477,×,×,×,×,×
2719812,√,√,×,√,√
5028413,√,√,×,√,√
daef0b34ec5af6f026af52d593131c64,√,×,×,√,×
3993992,√,√,×,√,√
5753650,×,×,×,×,×
4073599,×,×,×,×,×
053b89bd6975f89f043871335dce8c5b,√,×,×,×,√
5090763,×,×,×,×,×
acbd669af86ecb8f988325084ba7a749,√,×,×,√,×
2581132,×,×,×,×,×
99e1ad329383de04be4834a8c3e28c0d,×,×,×,×,×
701904,√,×,√,√,√
4555911,×,×,×,×,×
5675359,×,×,×,×,×
cfaad5763fb7471aed85,×,√,×,×,×
8eabf18a6a79f5dbe3f4,×,×,×,×,×
1411980,√,√,×,√,√
7131838,√,√,×,√,√
97256,×,×,×,×,×
fbadce83877a36622720,×,×,×,×,×
23585f7f50005408fc72,×,×,×,×,×
561d5eec7fed9ebf48751d124a77b087,√,√,×,×,×
5316196,×,×,×,×,×
2949632,√,√,×,√,√
1068021,√,√,×,×,√
45cb32dd5c1485e273ab81468e531f09,√,×,×,√,×
4495f2c97ae6605c32c8b8c61bd34a74,×,×,×,×,×
28f95f95731a5a24e553,√,√,×,√,√
2338529,×,√,×,×,×
700554,√,×,×,√,√
c8d1caabaf7b43317bc8825c226045d2,×,×,×,×,×
1402045,√,√,×,×,√
ee837b44613ce93064aa,√,×,×,√,×
4724761,×,×,×,×,×
792634,√,√,×,√,√
1877577,×,×,×,×,×
749857,√,×,√,×,√
6843565,×,×,×,×,×
8616550,√,√,×,√,√
492713,×,×,×,×,×
bb85da3aa563b747151e,√,×,√,√,√
85098ded28a6e472fa7d4c5b0afd5d3e,×,×,×,×,×
4319265,√,×,×,√,√
fa43af59f3ecf9b10c88,√,√,×,√,√
48136d7a17387e7cf6c3,×,×,×,×,×
9090456,√,√,×,×,√
4cfe3995013225d1d119,×,×,×,×,×
67044,×,×,×,×,×
504232,√,×,×,√,√
1823320,√,√,×,√,√
1390853,√,√,×,√,√
4350345,×,×,×,×,×
4992092,×,×,×,×,×
00056d4304c58a035c87cdf5ff1e5e3e,√,√,×,√,×
3141128,×,×,×,×,×
1705235,×,×,×,×,×
6038468,×,×,×,×,×
2915436,√,√,×,√,√
2d6bbffce9dda5f3057b4879c3bd4422,√,×,×,√,√
67c7a6d77a6da0a56329,√,×,×,√,√
cc63e6aa9a88ea6e901f,×,×,×,×,×
ef6caa586b647c3c032a4f84d52e3a11,√,×,×,×,√
86b74ae47719a27bbb25,√,×,×,×,√
fbca5503c391c265f958f49b60af6bae,√,√,√,√,√
eba2bf1a0ecd3e541146e98f35d49739,×,×,×,×,×
b76261844db0255899ba857838a7c201,×,×,×,×,×
1453629,√,√,×,√,√
4407510,×,×,×,×,×
8427853,×,√,√,×,×
dccc1c4fdcf1c7a31757168b19c827a7,×,×,×,×,×
4619865,√,√,×,√,√
d4fc31bc09e8b0756569a416aede330b,√,√,×,√,√
0aaa9e4659977a98fc9f36d6887fef37,√,×,×,√,√
4413863,×,×,×,×,×
780379,×,×,×,×,×
8866ff9fd30930c85779c821f277cf58,×,×,×,×,×
c3a540563e0774489ceafb3156b318a2,√,√,√,√,√
d97eb37da84ce7329de6,×,×,×,×,×
6146611,×,×,×,×,×
5660363,×,√,×,×,×
6453947,×,×,×,×,×
1ddc318b4124ed152f6d,√,√,×,√,√
4654376,×,×,×,×,×
2757171,√,√,√,√,√
28adf35f1e4ba3145e2d,√,×,×,√,√
9c4d012d6fff059ccea7,√,√,×,√,√
81299cd171a60a071343,√,√,√,√,√
814599,√,√,×,×,√
1727204,√,×,×,√,√
8035611,√,√,√,√,√
33150bde6bd296310e41ea5d018fce51,√,×,√,×,×
166499794efcdfde4d00,×,×,×,×,×
3918279,×,×,×,×,×
9026148,√,√,×,√,√
6808772,×,×,×,×,×
4149031,√,×,×,√,√
1810707,√,√,√,√,√
3089556,×,×,×,×,×
badd18a84b236c9e6c34057512cb569a,√,√,√,√,√
3079065,×,√,×,×,×
dedc857cdc0e680dfb1be99762990c9c,×,√,×,×,×
9c1614281797ce620c6069476d39c7b8,√,√,×,√,√
5377033,×,×,×,×,×
44822f94af25f11a2fda5beba2593229,√,√,×,√,√
1231964e784ab9acb65d,×,×,×,×,×
8bc573bb3a970b1c214d,×,×,×,×,×
7571752,×,×,×,×,×
1029336,√,√,×,√,√
5521548,×,×,×,×,×
27a1eea9f1d01056ebb0,×,×,×,×,×
6551668,√,√,√,√,×
744413,√,√,√,√,√
908a8f99ea5c98cedb4aaf71c7a3324f,×,×,×,×,×
3409403,×,×,×,×,×
37931,√,×,×,√,√
5682306,√,√,√,√,√
5029885,×,×,×,×,×
03d9c46c86691c9bb680,√,√,×,√,√
7282002,√,√,×,√,√
5eaed8a5c299e5282d066a1fbc03152c,√,√,×,√,√
5f256b69a07a43f978b4,√,×,×,√,√
691e97ce22f7cd43d6a9d54305344587,√,×,×,√,√
8481824,√,×,×,√,√
111c8ee32505a11ad7a6c629f277c2a4,×,×,×,×,×
835979,×,×,×,×,×
4e958d673c51f1fe6f8f,√,√,×,√,√
7703144,√,√,×,√,√
c7ec9a30052127c7a1ad169eeb83f159,√,√,×,×,√
10491632,√,√,×,√,√
837538,√,×,×,√,√
8112114,×,×,×,×,×
5515619,×,×,×,×,×
215274,×,×,×,×,×
da673e7cd79d0b6899b9bd6a68c860d0,×,×,×,×,×
835821d98f325225e81352ea828cf521,√,√,×,√,×
f6effc4468cca6f4e8f0,√,√,√,√,√
3692387,×,×,×,×,×
b492a548aa342ce0badfe1eed86ea5a4,√,√,×,×,√
756c86fdad219867c0f4,√,×,√,√,√
8abc96b010820970f304,√,×,×,√,√
011004bcac763eaf6f28,×,×,×,×,×
122f258ba6eaa23dd9c5,×,×,×,×,×
a5af977340c1c452d2d0,×,×,×,×,×
964622,√,√,×,√,√
e9625de0711f29cd0a4b57502648dd86,×,×,×,×,×
8470123,×,√,√,×,×
8752582,×,×,×,×,×
667919,×,×,×,×,×
5712436,√,√,×,√,√
c613bd0fad5de00bab2e,√,√,×,√,√
3563671,×,×,×,×,×
0db858e055cc2bae953b435f5116aaa8,√,√,√,√,√
f28b7a2d3356a0ed39823aaea66b50d0,×,×,×,×,×
1315148,×,×,×,×,×
9110299,×,×,×,×,×
5382778,×,×,×,×,×
7719245,×,×,×,×,×
1074551,×,×,×,×,×
7808564,√,×,×,√,√
3158388,×,×,×,×,×
4a07818b8a21dd5c49013b9ed496cb70,×,×,×,×,×
2692960,√,×,×,√,√
1218932,×,×,×,×,×
1792732,√,√,×,√,√
1254809,√,√,√,√,√
8678538,√,×,×,√,√
3893624,×,×,×,×,×
2e90566e9497725065388859762a7185,×,×,×,×,×
5036f784eec2036252e1990da21eda18,√,√,×,×,√
b0a882f844e188c78358,×,×,×,×,×
f5e40e52de480e53a243fa15af536a8e,√,√,×,√,√
702a848ba0a7a64b139985f5cad885f0,√,×,×,√,√
968909,×,×,×,×,×
0306734dfe17076dfd34e09660c198c0,√,×,×,√,√
660a9d578b5f0225e5f0,×,×,×,×,×
1372780,×,×,×,×,×
1342942,√,√,×,√,√
45ce9f33615a3b24c51f,×,×,×,×,×
6280390,√,√,×,√,√
4727690,×,×,×,×,×
61f9226f7ea498abce36187ddaf51ed5,√,√,×,×,√
1748a6676120a0aacea2,√,√,×,√,√
a428ef783211b0ffdee1,√,×,×,√,√
7019296a9a9ad74e44f0,×,×,×,×,×
6446136,√,×,×,√,√
28d2311cc6b28fe9bec0,×,×,×,×,×
173778fd95b9e21afd1aa4ed16bb0694,×,×,×,×,×
4988673,×,×,×,×,×
4420532,×,×,×,×,×
1025736,×,×,×,×,×
e37887e81cee51ab2dc70d16780ae942,×,×,×,×,×
1940208,×,×,×,×,×
1219671,×,×,×,×,×
6260dd97a3e39eba9cd6,×,×,×,×,×
7578539,√,×,×,√,√
1042719,√,×,×,√,√
258a248d20334e781b56,×,×,×,×,×
76fa64ee8380763871ab,×,×,×,×,×
f2bb0cc876828b54f2ed,√,×,×,√,√
1459283a9c934cbc41f3,×,×,×,×,×
1795840,×,×,×,×,√
dde829f94a8f83bfa922090102449fde,√,×,×,√,√
55b804cf62b8ee0fa23efdb3ea5a4701,×,×,×,×,×
64821d31816bce595a4bbd98588b37f5,√,√,×,√,×
9160719,√,×,√,√,√
a86b412988cbf5216aa5c48b1cf439c4,×,×,×,×,×
c67039252268ec5e66ba,√,×,×,√,√
2866461,√,×,√,×,√
5793291,√,×,×,√,√
7e9499ba7e436535fd94,√,√,×,√,√
00a4835bf36513ca58a3,×,×,×,×,×
c5afa16b07747b113808,√,√,×,√,√
373f0857211e860c7591,√,×,×,×,×
5693955,√,×,×,×,√
92a2d05dd772778f86f2,×,×,×,×,×
667150e96fdc2d53fd11,√,√,×,√,√
cf4b324f8955bc56ce0ff9399d9fdea6,×,×,×,×,×
8832970,×,√,×,×,×
18531dba2bec928424c0,√,√,√,√,√
3582544,×,×,×,×,×
1650115,×,×,×,×,×
df919538bcef391bc89f,√,×,×,√,√
5108504,√,×,×,√,√
925270,√,√,×,√,√
9397410,×,×,×,×,×
5752919,√,√,×,√,√
2fe1c16a7cc27ef01c1f,√,×,×,√,×
4996449,√,√,√,√,√
8b799c0345eaba56cc8c,×,×,×,×,×
1d08fa7af5ab846211ace2447e1e3e8a,×,×,×,×,×
fd9ee43167f5cc1da130,√,×,×,√,√
7977513,×,×,×,×,×
4745061,√,×,×,√,√
2cf4998949f49b58ff284239784e1561,×,×,×,×,×
8f6667310a94f0c18bda10a1d5ff578c,×,×,×,×,×
b3143dde185cecda7c1dee7ffbce5d2c,×,×,×,×,×
a42aecb379742d3cd150,×,×,×,×,×
b26db61d8bde30b8a88451615105da7a,×,×,×,×,×
6092292,×,×,×,×,×
1200485,×,×,×,×,×
d0bb1f94cda69a5e7c96d1742cc5adca,√,√,×,√,×
5894681,√,×,×,√,√
2397ca6bea914adedb30b8bad4d14686,×,×,×,×,×
a9f0b1ca7e98391a5067,×,×,×,×,×
350281,√,√,×,√,√
4e5035242b8e4b07ff3a,√,√,√,×,√
019fd5c706e0bc94879f,×,×,×,×,×
9228580,×,×,×,×,√
acaaf10e9649bfd1863b,√,√,×,√,√
45c3d886c182a1ea26d5,√,√,×,×,×
6869344,√,×,×,√,√
8289612,×,×,×,×,×
4180945,√,√,×,√,√
1161423,√,√,×,√,√
356294,×,√,√,×,×
b493a228c4081ff0260b,√,×,×,√,√
3778686,×,×,×,×,×
4070026,×,×,×,×,×
9218791,√,√,×,√,×
945093,×,×,×,×,×
6ca93b8309f05055c6a3,√,×,×,×,√
5466822,√,√,×,×,√
2888158,×,×,×,×,×
1077318,×,×,×,×,×
0d5a709bbb4186d1f45f2af14c65b110,×,×,×,×,×
5780127,√,√,×,√,√
5305895,×,×,×,×,×
477969,√,×,×,√,×
5649074,√,×,×,√,√
5872584,×,×,×,×,×
8cebde204781b7d27c90,×,×,×,×,×
5297697,×,√,√,×,×
7131909,√,√,×,√,√
8378209d6cf5f073087b3c2b9814acec,×,√,×,×,×
3205bf5aab78623c5ee5,×,×,×,×,√
2068759,√,×,√,×,√
85a3eab09fefbb3bee5d,×,×,×,×,×
659867,√,×,×,√,√
931406,√,√,√,√,×
7793e2058c5c9dacb5212c0ac0b18a8a,×,×,×,×,×
127368f7dc810dd37fe18aee87dd2ee2,×,×,×,×,×
511440,√,√,×,√,√
2725286,√,√,×,√,√
a08221826c6f20ac47fe688e575e51ca,×,×,×,√,×
19154831c2049a69e8d53dea8cf3e744,√,×,×,×,×
1441019,√,×,×,√,√
574fc95caee4c22f21ed,×,×,×,×,×
4142563,√,√,×,√,√
1352028,×,×,×,×,×
6049584,√,√,√,√,√
b26bc0333cc18660d07baeb923ce9021,×,×,×,×,×
e3b59913d71d82a03eda,√,×,√,√,√
2477361,×,×,×,×,×
8814190,√,√,×,√,√
9395cd6d36c7ac3be2d1,√,×,×,√,×
33e2172bafbb5dd794ab,√,×,×,×,√
2438871,×,×,×,×,×
bca0daa0c3ca0ddb2c70,√,×,×,√,√
4c2d4105ea2c7e407fb5,√,√,×,√,√
8bb867dc631433c01fd0,√,√,×,√,√
794424,×,√,×,×,×
99b7fb8ff89104d30eab,√,√,×,√,√
7fd4c975883074a99864,×,×,×,×,×
94456,√,√,×,√,√
7ad3a91b1b49fe2682d7,×,×,×,×,×
f6923957293620d6814052e0ccdf0ddf,×,×,×,×,×
4741790,×,×,×,×,×
65fbce1860ef204ee908,×,×,×,×,×
528d816d035f2deaaca1,√,√,×,√,×
3668591,√,√,×,√,√
a48feaecfdb9e0609c6a02590fd1f91b,√,×,×,×,×
1bd64fbbbc07f2a7634bcb9275929dac,×,×,×,×,×
1467584,×,×,×,×,×
353499f2e6e407883b32,√,√,√,√,√
8722026,√,×,×,√,√
b3e6f9b5d95af8ba2cc46f2ba6eae5e2,√,√,×,√,√
1722465,√,×,×,√,√
0a2ac74d800a2eff9540,×,×,×,×,×
b59679e31dbdb01064d6bceb827ed88b,×,×,×,×,×
9cba618eacedc68c656b,√,×,×,√,√
3012306,×,×,×,×,×
603819,×,×,×,×,×
c4806c504e46e8cdb00a,√,√,√,√,√
3340802,√,×,×,√,√
9056ad6e642b814090829edffb4ffd27,×,×,×,×,×
c9248a239bbab0e0d42e,√,√,×,√,×
304963,×,×,×,×,×
5875346,√,×,×,√,√
39c53f824daef7d363db,√,×,×,√,√
1716699,×,×,×,×,×
5b9bd428079959558ba8,×,×,×,×,×
2288152,√,√,×,√,√
1381489,×,×,×,×,×
265a43f255716c11cc62,×,×,×,×,×
a62b5cf5262fc7179dee,√,×,×,√,√
6463966,×,×,×,×,×
1329319,√,√,√,√,√
371698,×,×,×,×,×
4995154,√,√,×,√,√
8179471,√,×,×,×,√
e38e0588bf6d8f32e99d,√,√,×,√,×
b27cdbff68870418bdb8cefa86a2d558,×,×,×,×,×
6581415,×,×,×,×,×
e2ef822c744357a4ed16ec0c885100a3,×,×,×,×,×
5048588,√,×,√,√,√
3023497,×,×,×,×,×
2974887f3fab071c11a0,√,√,×,√,√
6162321,√,×,√,√,√
1327072,√,√,×,√,√
4173945,×,√,√,×,×
d3d4123985ffea996781,×,×,×,×,×
4594879,√,√,×,√,√
1646117,√,√,√,√,×
426eb575fc70e5ee87ef,×,×,×,×,×
1165038,√,√,√,√,×
493065,×,×,×,×,×
2790749,√,√,×,√,√
3860197,√,√,×,√,×
1d596ca757a541da96ac3caa6f291229,×,×,×,×,×
944049,√,×,×,√,×
6065887,√,√,×,√,×
9927923,×,×,×,×,×
79b418a25b374804701069f31b39606c,√,√,×,√,×
3077639,×,×,×,×,×
8585400,×,×,×,×,×
4008567,×,√,×,√,×
3989161,×,×,×,×,×
379cc31c29cfb5bdc9a0,×,×,×,×,×
8a16c8e30c954aec014d,×,×,×,×,×
4221932,×,×,×,×,×
3018bf3643f80798bde75c17571a38a9,√,√,√,√,√
7652081,×,×,×,×,×
8036995,√,√,×,×,√
5182378,×,×,√,×,×
1844928,×,×,×,×,×
6530635,√,√,×,√,√
f435aa0ccd498b0840d2407d599bf31d,×,√,√,×,×
e3556f0089e89970bf9b,×,√,×,×,×
4230222,√,√,×,√,×
a5b640e4368204426310,×,×,×,×,×
2f904cb32be20d808481e04f5dd7fe0c,×,×,×,×,×
7adc87d2c4fde941cea6,×,×,×,×,×
3e5107b11d19ac62a2ed,√,√,×,√,√
8f3b0a678011ac74c61b,√,×,×,√,√
